asset,date,forks,stars,subscribers,total_issues,closed_issues,pull_requests_merged,pull_request_contributors,commit_count_4_weeks,blockcount,medianfee,txcount,activeaddresses,label
xvg,2016-04-15,14,4,8,2,2,22,9,124,1527,0.1,1029,1249,0
xvg,2016-04-16,14,4,8,2,2,22,9,124,1552,0.1,1148,1325,0
xvg,2016-04-17,14,5,9,2,2,23,9,176,1553,0.1,956,1168,0
xvg,2016-04-18,14,5,9,2,2,24,9,180,1563,0.1,925,1145,0
xvg,2016-04-19,14,5,9,2,2,24,9,241,1531,0.1,885,1113,0
xvg,2016-04-20,14,5,9,2,2,24,9,244,1449,0.1,735,978,0
xvg,2016-04-21,14,5,9,2,2,26,9,237,1490,0.1,721,914,0
xvg,2016-04-22,14,5,9,2,2,26,9,241,1483,0.1,888,1094,0
xvg,2016-04-23,14,5,9,2,2,26,9,245,1506,0.1,674,878,0
xvg,2016-04-24,14,5,9,2,2,26,9,247,1544,0.1,610,800,0
xvg,2016-04-25,14,5,9,2,2,26,9,267,1534,0.1,596,749,0
xvg,2016-04-26,14,5,9,2,2,27,9,270,1552,0.1,791,959,0
xvg,2016-04-27,14,5,9,2,2,27,9,277,1531,0.1,634,767,0
xvg,2016-04-28,14,5,9,2,2,27,9,278,1511,0.1,525,683,0
xvg,2016-04-29,14,5,10,2,2,27,9,287,1524,0.1,763,965,0
xvg,2016-04-30,14,5,10,2,2,27,9,318,1447,0.1,653,824,0
xvg,2016-05-01,14,5,10,2,2,28,9,323,1400,0.1,504,681,0
xvg,2016-05-02,14,5,10,2,2,29,9,343,1543,0.1,703,887,0
xvg,2016-05-03,14,5,10,2,2,29,9,353,1475,0.1,803,945,0
xvg,2016-05-04,14,5,10,2,2,31,9,360,1376,0.1,662,823,0
xvg,2016-05-05,14,5,10,2,2,34,9,368,1445,0.1,735,952,0
xvg,2016-05-06,14,5,10,2,2,34,9,367,1323,0.1,619,808,0
xvg,2016-05-07,14,5,10,3,2,34,9,301,881,0.1,236,400,0
xvg,2016-05-08,14,5,10,3,2,34,9,283,1042,0.1,224,399,0
xvg,2016-05-09,14,5,10,3,2,34,9,269,2034,0.1,329,490,0
xvg,2016-05-10,14,5,10,3,2,34,9,249,2051,0.1,373,561,0
xvg,2016-05-11,14,5,10,3,3,34,9,248,2020,0.1,480,698,0
xvg,2016-05-12,14,5,10,3,3,34,9,246,1970,0.1,400,599,0
xvg,2016-05-13,14,5,10,3,3,34,9,237,1957,0.1,436,659,0
xvg,2016-05-14,14,5,10,3,3,34,9,224,1996,0.1,353,592,0
xvg,2016-05-15,14,5,10,3,3,34,9,179,2376,0.1,413,659,0
xvg,2016-05-16,14,5,10,3,3,34,9,160,2419,0.1,482,693,0
xvg,2016-05-17,14,5,10,3,3,34,9,145,2555,0.1,493,705,0
xvg,2016-05-18,14,5,10,3,3,34,9,131,2564,0.1,531,730,0
xvg,2016-05-19,14,5,10,3,3,34,9,133,2521,0.1,561,800,0
xvg,2016-05-20,14,5,10,3,3,34,9,133,2525,0.1,555,767,0
xvg,2016-05-21,14,5,10,3,3,34,9,129,2580,0.1,558,792,0
xvg,2016-05-22,14,5,10,3,3,34,9,127,2588,0.1,524,749,0
xvg,2016-05-23,14,5,10,4,3,34,9,114,2569,0.1,425,636,0
xvg,2016-05-24,14,5,9,5,3,34,9,111,2587,0.1,421,638,0
xvg,2016-05-25,14,5,9,5,5,34,9,88,2592,0.1,624,822,0
xvg,2016-05-26,14,5,9,5,5,34,9,87,2625,0.1,689,847,0
xvg,2016-05-27,14,5,9,5,5,34,9,74,2586,0.1,780,976,0
xvg,2016-05-28,14,5,9,5,5,34,9,65,2575,0.1,434,585,0
xvg,2016-05-29,14,5,9,5,5,34,9,47,2604,0.1,529,739,0
xvg,2016-05-30,14,5,9,5,5,34,9,34,2550,0.1,416,610,0
xvg,2016-05-31,14,5,9,5,5,34,9,28,2472,0.1,637,833,0
xvg,2016-06-01,14,5,9,5,5,34,9,19,2309,0.1,697,936,0
xvg,2016-06-02,14,5,9,5,5,34,9,13,2312,0.1,543,760,0
xvg,2016-06-03,14,5,9,5,5,34,9,11,2543,0.1,583,801,0
xvg,2016-06-04,14,5,9,5,5,34,9,11,2146,0.1,562,771,0
xvg,2016-06-05,14,5,9,5,5,34,9,11,2059,0.1,603,805,0
xvg,2016-06-06,14,5,9,5,5,34,9,9,2043,0.1,422,616,0
xvg,2016-06-07,14,5,9,5,5,34,9,9,2059,0.1,416,600,0
xvg,2016-06-08,14,5,9,5,5,34,9,9,2090,0.1,427,629,0
xvg,2016-06-09,14,5,9,5,5,34,9,9,2075,0.1,594,785,0
xvg,2016-06-10,14,5,9,5,5,34,9,9,2347,0.1,608,797,0
xvg,2016-06-11,14,5,9,5,5,34,9,9,2075,0.1,561,792,0
xvg,2016-06-12,14,5,9,5,5,34,9,9,2140,0.1,383,594,0
xvg,2016-06-13,14,5,9,5,5,34,9,9,2396,0.1,450,650,0
xvg,2016-06-14,14,5,9,5,5,34,9,9,2067,0.1,460,627,0
xvg,2016-06-15,14,5,9,5,5,34,9,7,2067,0.1,543,712,0
xvg,2016-06-16,14,5,9,5,5,34,9,4,2051,0.1,448,650,1
xvg,2016-06-17,14,5,9,5,5,34,9,0,2134,0.1,499,691,0
xvg,2016-06-18,14,5,9,5,5,34,9,0,2379,0.1,439,625,0
xvg,2016-06-19,14,5,9,5,5,34,9,0,2453,0.1,392,557,0
xvg,2016-06-20,14,5,9,5,5,34,9,0,2209,0.1,394,603,0
xvg,2016-06-21,14,5,9,5,5,34,9,0,2100,0.1,386,535,0
xvg,2016-06-22,14,5,9,5,5,34,9,0,2233,0.1,404,535,0
xvg,2016-06-23,14,5,9,5,5,34,9,0,2071,0.1,251,377,0
xvg,2016-06-24,14,5,9,5,5,34,9,0,2096,0.1,372,501,0
xvg,2016-06-25,14,5,9,5,5,34,9,0,2138,0.1,484,588,0
xvg,2016-06-26,14,5,9,5,5,34,9,0,1987,0.1,448,564,1
xvg,2016-06-27,14,5,9,5,5,34,9,0,2337,0.1,486,664,1
xvg,2016-06-28,14,5,9,5,5,34,9,0,2166,0.1,408,573,1
xvg,2016-06-29,14,5,9,5,5,34,9,0,2108,0.1,375,567,1
xvg,2016-06-30,14,5,9,5,5,34,9,0,2154,0.1,409,618,1
xvg,2016-07-01,14,5,9,5,5,34,9,0,2213,0.1,410,627,1
xvg,2016-07-02,14,5,9,5,5,34,9,0,2281,0.1,603,818,1
xvg,2016-07-03,14,5,9,5,5,34,9,0,2299,0.1,531,689,1
xvg,2016-07-04,14,5,9,5,5,34,9,0,2307,0.1,523,703,1
xvg,2016-07-05,14,5,9,5,5,34,9,0,2544,0.1,476,645,1
xvg,2016-07-06,14,5,9,5,5,34,9,0,2517,0.1,564,752,1
xvg,2016-07-07,14,5,9,5,5,34,9,0,2454,0.1,490,684,1
xvg,2016-07-08,14,5,9,5,5,34,9,0,2421,0.1,550,698,1
xvg,2016-07-09,14,5,9,5,5,34,9,0,2260,0.1,448,631,1
xvg,2016-07-10,14,5,9,5,5,34,9,0,2200,0.1,435,605,1
xvg,2016-07-11,14,5,9,5,5,34,9,0,2299,0.1,540,698,1
xvg,2016-07-12,14,5,9,5,5,34,9,0,2358,0.2,823,975,0
xvg,2016-07-13,14,5,9,5,5,34,9,0,2317,0.1,671,856,1
xvg,2016-07-14,13,5,9,5,5,34,9,0,2191,0.1,613,780,0
xvg,2016-07-15,13,5,9,5,5,34,9,0,2087,0.1,441,589,0
xvg,2016-07-16,13,5,9,5,5,34,9,0,2083,0.1,495,632,0
xvg,2016-07-17,13,5,9,5,5,34,9,0,2149,0.1,502,625,0
xvg,2016-07-18,13,5,9,5,5,34,9,0,2109,0.1,471,632,1
xvg,2016-07-19,13,5,9,5,5,34,9,0,2139,0.1,480,620,0
xvg,2016-07-20,13,5,9,5,5,34,9,0,2051,0.1,450,564,0
xvg,2016-07-21,13,5,9,5,5,34,9,0,2079,0.1,462,621,0
xvg,2016-07-22,13,5,9,5,5,34,9,0,2073,0.1,355,505,0
xvg,2016-07-23,13,5,9,5,5,34,9,0,2024,0.1,388,488,1
xvg,2016-07-24,13,5,9,5,5,34,9,0,2304,0.1,442,574,0
xvg,2016-07-25,13,5,9,5,5,34,9,0,1998,0.1,382,453,0
xvg,2016-07-26,13,5,9,5,5,34,9,0,2505,0.1,454,543,0
xvg,2016-07-27,13,5,9,5,5,34,9,0,2469,0.1,462,578,0
xvg,2016-07-28,13,5,9,5,5,34,9,0,2395,0.1,472,558,0
xvg,2016-07-29,13,5,9,5,5,34,9,0,2470,0.1,499,640,0
xvg,2016-07-30,13,5,9,5,5,34,9,0,1880,0.1,394,550,0
xvg,2016-07-31,13,5,9,5,5,34,9,0,2109,0.1,419,549,0
xvg,2016-08-01,13,5,9,5,5,34,9,0,2037,0.1,434,540,0
xvg,2016-08-02,13,5,9,5,5,34,9,0,2019,0.1,406,530,0
xvg,2016-08-03,13,5,9,5,5,34,9,0,2066,0.1,430,552,0
xvg,2016-08-04,13,5,9,5,5,34,9,0,2065,0.1,439,586,0
xvg,2016-08-05,13,5,9,5,5,34,9,0,2038,0.1,449,570,0
xvg,2016-08-06,14,5,9,5,5,34,9,0,2048,0.1,364,491,0
xvg,2016-08-07,13,5,9,5,5,34,9,0,2041,0.1,284,395,0
xvg,2016-08-08,13,5,9,5,5,34,9,0,1983,0.1,259,365,0
xvg,2016-08-09,13,5,9,5,5,34,9,0,2050,0.1,296,390,0
xvg,2016-08-10,13,5,9,5,5,34,9,0,2054,0.1,253,318,0
xvg,2016-08-11,13,5,9,5,5,34,9,0,2046,0.1,265,347,0
xvg,2016-08-12,13,5,9,5,5,34,9,0,2068,0.1,301,398,0
xvg,2016-08-13,13,5,9,5,5,34,9,0,2058,0.1,226,321,0
xvg,2016-08-14,13,5,9,5,5,34,9,0,2068,0.1,313,397,0
xvg,2016-08-15,13,5,9,5,5,34,9,0,2080,0.1,346,485,0
xvg,2016-08-16,13,5,9,5,5,34,9,0,2082,0.1,363,433,0
xvg,2016-08-17,13,5,9,5,5,34,9,0,2280,0.1,378,507,0
xvg,2016-08-18,13,5,9,5,5,34,9,0,2139,0.1,306,432,0
xvg,2016-08-19,13,5,9,5,5,34,9,0,1747,0.1,233,360,1
xvg,2016-08-20,13,5,9,5,5,34,9,0,1555,0.1,225,285,0
xvg,2016-08-21,13,5,9,5,5,34,9,0,1768,0.1,237,347,1
xvg,2016-08-22,13,5,9,5,5,34,9,0,2023,0.1,273,387,1
xvg,2016-08-23,13,5,9,5,5,34,9,0,2053,0.1,271,420,0
xvg,2016-08-24,13,5,9,5,5,34,9,0,2000,0.1,269,363,0
xvg,2016-08-25,13,5,9,5,5,34,9,0,1811,0.1,286,386,0
xvg,2016-08-26,13,5,9,5,5,34,9,0,1559,0.1,227,306,0
xvg,2016-08-27,13,5,9,5,5,34,9,0,1651,0.1,207,310,0
xvg,2016-08-28,13,5,9,5,5,34,9,0,1631,0.1,292,370,0
xvg,2016-08-29,13,5,9,5,5,34,9,0,1866,0.1,250,326,0
xvg,2016-08-30,13,5,9,5,5,34,9,0,1777,0.1,244,333,1
xvg,2016-08-31,13,5,9,5,5,34,9,0,1558,0.1,204,279,1
xvg,2016-09-01,13,5,9,5,5,34,9,0,1891,0.1,265,383,1
xvg,2016-09-02,13,5,9,5,5,34,9,0,1992,0.1,256,345,0
xvg,2016-09-03,13,5,9,5,5,34,9,0,1951,0.1,385,470,1
xvg,2016-09-04,13,5,9,5,5,34,9,0,1949,0.1,280,370,0
xvg,2016-09-05,13,5,9,5,5,34,9,0,2024,0.1,465,570,0
xvg,2016-09-06,13,5,9,5,5,34,9,0,1944,0.1,288,390,0
xvg,2016-09-07,13,5,9,5,5,34,9,0,2038,0.1,268,358,0
xvg,2016-09-08,13,5,9,5,5,34,9,0,2000,0.1,247,323,1
xvg,2016-09-09,13,5,9,5,5,34,9,0,1801,0.1,219,317,1
xvg,2016-09-10,13,5,9,5,5,34,9,0,2050,0.1,263,350,0
xvg,2016-09-11,13,5,9,5,5,34,9,0,2055,0.1,320,400,1
xvg,2016-09-12,13,5,9,5,5,34,9,0,2041,0.1,274,327,1
xvg,2016-09-13,14,6,10,6,6,34,9,1,2052,0.1,316,377,1
xvg,2016-09-14,14,6,10,6,6,35,10,2,2072,0.1,294,380,1
xvg,2016-09-15,14,6,10,6,6,35,10,2,2142,0.1,353,404,1
xvg,2016-09-16,14,6,10,6,6,35,10,2,2188,0.1,377,486,1
xvg,2016-09-17,14,6,10,6,6,35,10,2,2110,0.1,371,517,1
xvg,2016-09-18,14,6,10,6,6,35,10,24,2153,0.1,350,520,1
xvg,2016-09-19,14,6,10,6,6,35,10,25,2361,0.1,366,503,1
xvg,2016-09-20,14,6,10,7,6,35,10,30,2560,0.1,403,544,1
xvg,2016-09-21,14,6,10,7,6,36,10,45,2564,0.1,428,553,1
xvg,2016-09-22,14,6,10,7,6,36,10,45,2575,0.1,394,516,1
xvg,2016-09-23,14,6,10,7,6,36,10,45,2534,0.1,435,557,1
xvg,2016-09-24,14,6,10,7,6,36,10,45,2525,0.1,440,565,1
xvg,2016-09-25,14,6,10,7,6,36,10,45,2469,0.1,411,530,1
xvg,2016-09-26,14,6,10,7,6,36,10,45,2555,0.1,476,593,1
xvg,2016-09-27,14,6,10,7,6,36,10,45,2484,0.1,415,529,1
xvg,2016-09-28,14,6,10,7,6,36,10,45,2529,0.1,344,426,0
xvg,2016-09-29,14,6,10,7,6,36,10,45,2562,0.1,375,510,1
xvg,2016-09-30,14,6,10,7,6,36,10,45,2586,0.1,408,490,0
xvg,2016-10-01,14,6,10,7,6,36,10,45,2583,0.1,455,605,0
xvg,2016-10-02,14,6,10,7,6,36,10,48,2558,0.1,354,572,1
xvg,2016-10-03,14,6,10,7,6,36,10,48,2560,0.1,518,643,0
xvg,2016-10-04,14,6,10,7,6,36,10,48,2529,0.1,575,684,0
xvg,2016-10-05,14,6,10,7,6,36,10,48,2419,0.1,383,459,0
xvg,2016-10-06,14,6,10,7,6,36,10,48,2353,0.1,421,464,0
xvg,2016-10-07,14,6,10,7,6,36,10,48,2342,0.1,388,467,0
xvg,2016-10-08,14,6,10,7,6,36,10,48,2534,0.1,465,570,0
xvg,2016-10-09,14,6,10,7,6,36,10,48,2424,0.1,400,467,0
xvg,2016-10-10,14,6,10,7,6,36,10,48,2382,0.1,363,483,0
xvg,2016-10-11,14,6,10,7,6,36,10,46,2524,0.1,399,487,0
xvg,2016-10-12,14,6,10,7,6,36,10,46,2492,0.1,460,566,0
xvg,2016-10-13,14,6,10,7,6,36,10,46,2484,0.1,633,756,0
xvg,2016-10-14,14,6,10,7,6,36,10,46,2367,0.1,419,523,0
xvg,2016-10-15,14,6,10,7,6,36,10,46,2436,0.1,374,473,0
xvg,2016-10-16,14,6,10,7,6,36,10,24,2383,0.1,348,432,1
xvg,2016-10-17,14,6,10,7,6,36,10,23,2340,0.1,426,543,1
xvg,2016-10-18,14,6,10,7,6,36,10,18,2378,0.1,366,434,1
xvg,2016-10-19,14,6,10,7,6,36,10,3,2472,0.1,472,577,1
xvg,2016-10-20,14,6,10,7,6,36,10,3,2283,0.1,416,539,0
xvg,2016-10-21,14,6,10,7,6,36,10,3,2450,0.1,441,501,0
xvg,2016-10-22,15,6,10,7,6,36,10,3,2414,0.1,381,524,1
xvg,2016-10-23,15,6,10,7,6,36,10,3,2357,0.1,395,488,1
xvg,2016-10-24,15,6,10,7,6,36,10,3,2470,0.1,378,520,1
xvg,2016-10-25,15,6,10,7,6,36,10,3,2421,0.1,362,473,1
xvg,2016-10-26,15,6,10,7,6,36,10,3,2459,0.1,411,540,1
xvg,2016-10-27,15,6,10,7,6,36,10,3,2527,0.1,442,643,0
xvg,2016-10-28,15,6,10,7,6,36,10,3,2483,0.1,395,545,0
xvg,2016-10-29,14,6,10,7,6,36,10,3,2515,0.1,392,581,0
xvg,2016-10-30,14,6,10,7,6,36,10,0,2443,0.1,419,574,0
xvg,2016-10-31,14,6,10,7,6,36,10,0,2580,0.1,525,664,0
xvg,2016-11-01,14,6,10,7,6,36,10,0,2506,0.1,570,750,1
xvg,2016-11-02,14,6,10,7,6,36,10,0,2188,0.1,503,659,0
xvg,2016-11-03,14,6,10,7,6,36,10,0,2335,0.1,444,579,1
xvg,2016-11-04,15,6,10,7,6,36,10,0,2465,0.1,387,505,0
xvg,2016-11-05,15,6,10,7,6,36,10,0,2445,0.1,487,632,0
xvg,2016-11-06,15,6,10,7,6,36,10,0,2396,0.1,538,690,0
xvg,2016-11-07,15,6,10,7,6,36,10,0,2257,0.1,487,655,1
xvg,2016-11-08,16,6,10,7,6,36,10,0,2403,0.1,498,660,0
xvg,2016-11-09,16,7,10,7,6,36,10,0,2259,0.1,419,590,0
xvg,2016-11-10,16,7,10,7,6,36,10,0,2099,0.1,430,596,0
xvg,2016-11-11,16,7,10,7,6,36,10,0,2182,0.1,476,635,0
xvg,2016-11-12,16,7,10,7,6,36,10,0,2158,0.1,466,627,0
xvg,2016-11-13,16,7,10,7,6,36,10,0,2307,0.1,463,639,1
xvg,2016-11-14,16,7,10,7,6,36,10,0,2361,0.1,509,677,1
xvg,2016-11-15,16,7,10,7,6,36,10,0,2219,0.1,673,830,0
xvg,2016-11-16,16,7,10,7,6,36,10,0,2151,0.1,608,776,0
xvg,2016-11-17,16,7,10,7,6,36,10,0,2096,0.1,602,776,0
xvg,2016-11-18,16,7,10,7,6,36,10,0,2071,0.1,686,860,0
xvg,2016-11-19,16,7,10,7,6,36,10,0,2095,0.1,727,945,0
xvg,2016-11-20,16,7,10,7,6,36,10,0,2064,0.1,752,960,0
xvg,2016-11-21,16,7,10,7,6,36,10,0,2152,0.1,516,737,0
xvg,2016-11-22,16,7,10,7,6,36,10,0,2267,0.1,527,723,0
xvg,2016-11-23,16,7,10,7,6,36,10,0,2138,0.1,484,675,1
xvg,2016-11-24,16,7,10,7,6,36,10,0,2167,0.1,512,737,0
xvg,2016-11-25,16,7,10,7,6,36,10,0,2115,0.1,451,610,0
xvg,2016-11-26,16,7,10,7,6,36,10,0,2110,0.1,462,647,0
xvg,2016-11-27,16,7,10,7,6,36,10,0,2240,0.1,508,711,0
xvg,2016-11-28,16,7,10,7,6,36,10,0,2109,0.1,399,552,0
xvg,2016-11-29,16,7,10,7,6,36,10,0,2075,0.1,349,459,0
xvg,2016-11-30,16,7,10,7,6,36,10,0,2035,0.1,394,544,0
xvg,2016-12-01,16,7,10,7,6,36,10,0,2125,0.1,446,560,0
xvg,2016-12-02,16,7,10,7,6,36,10,0,2162,0.1,511,631,1
xvg,2016-12-03,16,7,10,7,6,36,10,0,2077,0.1,486,582,0
xvg,2016-12-04,16,7,10,7,6,36,10,0,2084,0.1,580,636,1
xvg,2016-12-05,16,7,10,7,6,36,10,0,2087,0.1,567,653,0
xvg,2016-12-06,17,7,10,7,6,36,10,0,2057,0.1,494,579,0
xvg,2016-12-07,17,7,10,7,6,36,10,0,2107,0.1,549,643,0
xvg,2016-12-08,17,7,10,7,6,36,10,0,2057,0.1,474,556,0
xvg,2016-12-09,17,7,10,7,6,36,10,0,2093,0.1,385,382,0
xvg,2016-12-10,17,7,10,7,6,36,10,0,2143,0.1,381,416,0
xvg,2016-12-11,17,7,10,7,6,36,10,0,2113,0.1,362,406,1
xvg,2016-12-12,17,7,10,7,6,36,10,0,2052,0.1,353,372,1
xvg,2016-12-13,17,7,10,7,6,36,10,0,2155,0.1,434,404,0
xvg,2016-12-14,17,7,10,7,6,36,10,0,2039,0.1,350,397,0
xvg,2016-12-15,17,7,10,7,6,36,10,0,2139,0.1,361,448,1
xvg,2016-12-16,17,7,10,7,6,36,10,0,2172,0.1,537,671,1
xvg,2016-12-17,17,7,10,7,6,36,10,0,2184,0.1,551,731,0
xvg,2016-12-18,19,7,10,7,6,36,10,0,2112,0.1,443,617,1
xvg,2016-12-19,19,7,10,7,6,36,10,0,2116,0.1,463,629,0
xvg,2016-12-20,19,7,10,7,6,36,10,0,2061,0.1,448,590,0
xvg,2016-12-21,19,7,10,7,6,36,10,0,2120,0.1,631,823,0
xvg,2016-12-22,19,7,10,7,6,36,10,0,2199,0.1,726,899,0
xvg,2016-12-23,19,7,10,7,6,36,10,0,2099,0.1,527,713,0
xvg,2016-12-24,19,7,10,7,6,36,10,0,2257,0.1,638,745,0
xvg,2016-12-25,19,7,10,7,6,36,10,0,2203,0.1,524,661,0
xvg,2016-12-26,19,7,10,7,6,36,10,0,2222,0.1,520,713,1
xvg,2016-12-27,19,7,10,7,6,36,10,0,2423,0.1,406,553,1
xvg,2016-12-28,19,7,10,7,6,36,10,0,2381,0.1,383,499,1
xvg,2016-12-29,19,7,10,7,6,36,10,0,2409,0.1,449,595,1
xvg,2016-12-30,19,7,10,7,6,36,10,0,2394,0.1,580,721,1
xvg,2016-12-31,19,7,10,7,6,36,10,0,2377,0.1,575,736,1
xvg,2017-01-01,19,7,10,7,6,36,10,0,2314,0.1,518,683,1
xvg,2017-01-02,19,7,10,7,6,36,10,0,2343,0.1,657,788,1
xvg,2017-01-03,19,7,10,7,6,36,10,0,2465,0.1,571,715,1
xvg,2017-01-04,19,7,10,7,6,36,10,0,2509,0.1,590,799,1
xvg,2017-01-05,19,7,10,7,6,36,10,0,2565,0.1,545,687,1
xvg,2017-01-06,19,7,10,7,6,36,10,0,2556,0.1,510,675,1
xvg,2017-01-07,19,7,10,7,6,36,10,0,2280,0.1,602,801,1
xvg,2017-01-08,19,7,10,7,6,36,10,0,2080,0.1,601,792,0
xvg,2017-01-09,19,7,10,7,6,36,10,0,2063,0.1,439,581,0
xvg,2017-01-10,19,7,10,7,6,36,10,0,2069,0.1,512,679,0
xvg,2017-01-11,19,7,10,7,6,36,10,0,2284,0.1,485,634,0
xvg,2017-01-12,19,7,10,7,6,36,10,0,2085,0.1,491,671,0
xvg,2017-01-13,19,7,10,7,6,36,10,0,2115,0.1,452,597,0
xvg,2017-01-14,19,7,10,7,6,36,10,0,2079,0.1,492,668,0
xvg,2017-01-15,19,7,10,7,6,36,10,0,2055,0.1,509,684,0
xvg,2017-01-16,18,7,10,7,6,36,10,0,2084,0.1,580,773,0
xvg,2017-01-17,18,7,10,7,6,36,10,0,2236,0.1,614,813,0
xvg,2017-01-18,18,7,10,7,6,36,10,0,2207,0.1,582,756,1
xvg,2017-01-19,18,7,10,7,6,36,10,0,2163,0.1,383,508,0
xvg,2017-01-20,18,7,10,7,6,36,10,0,2081,0.1,376,527,0
xvg,2017-01-21,18,7,10,7,6,36,10,0,2168,0.1,646,798,0
xvg,2017-01-22,18,7,10,7,6,36,10,0,2130,0.1,361,499,0
xvg,2017-01-23,18,7,10,7,6,36,10,0,2091,0.1,388,578,1
xvg,2017-01-24,18,8,11,7,6,36,10,0,2275,0.1,487,598,1
xvg,2017-01-25,18,8,11,7,6,36,10,0,1894,0.1,537,703,1
xvg,2017-01-26,18,8,11,7,6,36,10,0,1821,0.1,370,478,0
xvg,2017-01-27,18,8,11,7,6,36,10,0,1866,0.1,434,545,1
xvg,2017-01-28,18,8,11,7,6,36,10,0,1890,0.1,394,476,0
xvg,2017-01-29,18,8,11,7,6,36,10,0,1926,0.1,364,470,0
xvg,2017-01-30,18,8,11,7,6,36,10,0,1963,0.1,319,423,0
xvg,2017-01-31,18,8,11,7,6,36,10,0,1906,0.1,388,471,1
xvg,2017-02-01,18,8,11,7,6,36,10,0,1940,0.1,346,410,1
xvg,2017-02-02,18,8,11,7,6,36,10,0,1970,0.1,395,454,1
xvg,2017-02-03,19,8,11,7,6,36,10,0,2064,0.1,367,422,1
xvg,2017-02-04,19,8,11,7,6,36,10,0,2137,0.1,370,461,1
xvg,2017-02-05,19,8,11,7,6,36,10,0,2126,0.1,384,479,1
xvg,2017-02-06,19,8,11,7,6,36,10,0,2006,0.1,401,485,1
xvg,2017-02-07,19,8,11,7,6,36,10,0,2024,0.1,372,455,1
xvg,2017-02-08,19,8,11,7,6,36,10,0,1989,0.1,319,427,1
xvg,2017-02-09,18,8,11,7,6,36,10,0,2272,0.1,439,506,1
xvg,2017-02-10,18,8,11,7,6,36,10,0,2120,0.1,376,461,0
xvg,2017-02-11,18,8,11,7,6,36,10,0,2182,0.1,441,534,1
xvg,2017-02-12,18,8,11,7,6,36,10,0,2083,0.1,429,521,1
xvg,2017-02-13,18,8,11,7,6,36,10,0,2267,0.1,414,537,0
xvg,2017-02-14,18,8,11,7,6,36,10,0,2109,0.1,354,458,0
xvg,2017-02-15,18,8,11,7,6,36,10,0,2103,0.1,366,452,1
xvg,2017-02-16,18,8,11,7,6,36,10,0,2051,0.1,319,457,0
xvg,2017-02-17,18,8,11,7,6,36,10,0,2060,0.1,367,505,0
xvg,2017-02-18,18,8,11,7,6,36,10,0,2128,0.1,389,502,1
xvg,2017-02-19,18,8,11,7,6,36,10,0,1970,0.1,309,409,0
xvg,2017-02-20,18,8,11,7,6,36,10,0,2082,0.1,354,482,0
xvg,2017-02-21,18,8,11,7,6,36,10,0,1917,0.1,308,401,0
xvg,2017-02-22,18,8,11,7,6,36,10,0,2066,0.1,376,493,0
xvg,2017-02-23,18,8,11,7,6,36,10,0,2166,0.1,373,519,0
xvg,2017-02-24,18,8,11,7,6,36,10,0,2169,0.1,306,452,1
xvg,2017-02-25,18,8,11,7,6,36,10,0,2347,0.1,405,543,1
xvg,2017-02-26,18,8,11,7,6,36,10,0,2216,0.1,343,470,1
xvg,2017-02-27,18,8,11,7,6,36,10,0,2266,0.1,350,431,1
xvg,2017-02-28,18,8,11,7,6,36,10,0,2066,0.1,277,378,1
xvg,2017-03-01,18,8,11,7,6,36,10,0,2010,0.1,354,497,0
xvg,2017-03-02,18,8,11,7,6,36,10,0,2072,0.1,346,464,1
xvg,2017-03-03,18,8,11,7,6,36,10,0,2084,0.1,311,417,0
xvg,2017-03-04,18,8,11,7,6,36,10,0,2265,0.1,370,472,1
xvg,2017-03-05,18,8,11,7,6,36,10,0,2170,0.1,462,512,0
xvg,2017-03-06,18,8,11,7,6,36,10,0,2113,0.1,266,391,1
xvg,2017-03-07,18,8,11,7,6,36,10,0,2189,0.1,243,352,1
xvg,2017-03-08,18,8,11,7,6,36,10,0,2293,0.1,248,361,1
xvg,2017-03-09,18,8,11,7,6,36,10,0,2252,0.1,322,405,0
xvg,2017-03-10,18,8,11,7,6,36,10,0,2118,0.1,317,386,1
xvg,2017-03-11,18,8,11,7,6,36,10,0,1963,0.1,288,398,0
xvg,2017-03-12,18,8,11,7,6,36,10,0,2012,0.1,296,388,1
xvg,2017-03-13,18,8,11,7,6,36,10,0,2124,0.1,372,482,1
xvg,2017-03-14,18,8,11,7,6,36,10,0,2272,0.1,355,445,1
xvg,2017-03-15,18,8,11,7,6,36,10,0,2142,0.1,356,490,1
xvg,2017-03-16,18,8,11,7,6,36,10,0,1962,0.1,292,418,1
xvg,2017-03-17,18,8,11,7,6,36,10,0,1881,0.1,252,365,1
xvg,2017-03-18,18,8,11,7,6,36,10,0,1885,0.1,404,567,0
xvg,2017-03-19,18,8,11,7,6,36,10,0,1948,0.1,312,420,1
xvg,2017-03-20,18,8,11,7,6,36,10,0,1951,0.1,218,340,0
xvg,2017-03-21,18,8,11,7,6,36,10,0,1904,0.1,363,492,0
xvg,2017-03-22,18,8,11,7,6,36,10,0,1775,0.1,264,379,0
xvg,2017-03-23,18,8,11,7,6,36,10,0,1847,0.1,224,343,1
xvg,2017-03-24,18,8,11,7,6,36,10,0,1892,0.1,222,301,1
xvg,2017-03-25,18,8,11,7,6,36,10,0,1856,0.1,275,370,0
xvg,2017-03-26,18,8,11,7,6,36,10,0,2025,0.1,206,322,1
xvg,2017-03-27,18,8,11,7,6,36,10,0,2075,0.1,248,351,1
